SensorNum,X,Y,Z,parent_path
1,-45.01968002319336,0.14336681365966797,9.486652374267578,0.1,/Ant/Arm_01/Lower_Arm
2,-44.817955017089844,-9.004996299743652,3.1594250202178955,0.1,/Ant/Arm_01/Lower_Arm
3,-47.11273956298828,-5.697924613952637,-6.581536293029785,0.1,/Ant/Arm_01/Lower_Arm
4,-46.710426330566406,4.478850364685059,-7.618069171905518,0.1,/Ant/Arm_01/Lower_Arm
5,-49.16883850097656,6.6409993171691895,3.0775158405303955,0.1,/Ant/Arm_01/Lower_Arm
6,45.00384521484375,8.929250717163086,3.2186405658721924,0.1,/Ant/Arm_01/Lower_Arm
7,46.99456787109375,0.0793842226266861,8.677268981933594,0.1,/Ant/Arm_01/Lower_Arm
8,45.01968002319336,-9.066646575927734,2.79518461227417,0.1,/Ant/Arm_01/Lower_Arm
9,45.17548751831055,-5.370355129241943,-7.768312454223633,0.1,/Ant/Arm_01/Lower_Arm
10,49.7746696472168,3.1491363048553467,-5.951642990112305,0.1,/Ant/Arm_01/Lower_Arm
11,-33.84770584106445,5.607304573059082,-4.131714344024658,0.1,/Ant/Arm_01/Upper_Arm
12,-31.440322875976562,0.25767597556114197,8.922538757324219,0.1,/Ant/Arm_01/Upper_Arm
13,-31.44032096862793,-8.40621280670166,3.002279758453369,0.1,/Ant/Arm_01/Upper_Arm
14,-31.420412063598633,-3.3436520099639893,-8.859285354614258,0.1,/Ant/Arm_01/Upper_Arm
15,-29.704044342041016,9.103766441345215,3.0248289108276367,0.1,/Ant/Arm_01/Upper_Arm
16,29.752830505371094,8.958606719970703,3.4051969051361084,0.1,/Ant/Arm_01/Upper_Arm
17,32.54979705810547,-0.7517078518867493,8.39002513885498,0.1,/Ant/Arm_01/Upper_Arm
18,29.481229782104492,-9.296002388000488,2.6009938716888428,0.1,/Ant/Arm_01/Upper_Arm
19,34.26230239868164,-2.805668354034424,-6.662129878997803,0.1,/Ant/Arm_01/Upper_Arm
20,30.80577278137207,6.385559558868408,-6.803832054138184,0.1,/Ant/Arm_01/Upper_Arm
21,-45.01968002319336,0.14336681365966797,9.486652374267578,0.1,/Ant/Arm_02/Lower_Arm
22,-44.817955017089844,-9.004996299743652,3.1594250202178955,0.1,/Ant/Arm_02/Lower_Arm
23,-47.11273956298828,-5.697924613952637,-6.581536293029785,0.1,/Ant/Arm_02/Lower_Arm
24,-46.710426330566406,4.478850364685059,-7.618069171905518,0.1,/Ant/Arm_02/Lower_Arm
25,-49.16883850097656,6.6409993171691895,3.0775158405303955,0.1,/Ant/Arm_02/Lower_Arm
26,45.00384521484375,8.929250717163086,3.2186405658721924,0.1,/Ant/Arm_02/Lower_Arm
27,46.99456787109375,0.0793842226266861,8.677268981933594,0.1,/Ant/Arm_02/Lower_Arm
28,45.01968002319336,-9.066646575927734,2.79518461227417,0.1,/Ant/Arm_02/Lower_Arm
29,45.17548751831055,-5.370355129241943,-7.768312454223633,0.1,/Ant/Arm_02/Lower_Arm
30,49.7746696472168,3.1491363048553467,-5.951642990112305,0.1,/Ant/Arm_02/Lower_Arm
31,-34.65666961669922,2.187142848968506,-3.7037479877471924,0.1,/Ant/Arm_02/Upper_Arm
32,-31.25446891784668,9.370359420776367,0.6417338848114014,0.1,/Ant/Arm_02/Upper_Arm
33,-31.368043899536133,-2.124870538711548,8.991026878356934,0.1,/Ant/Arm_02/Upper_Arm
34,-34.430885314941406,-4.901228427886963,-1.592505693435669,0.1,/Ant/Arm_02/Upper_Arm
35,-27.68183135986328,6.341287612915039,8.109662055969238,0.1,/Ant/Arm_02/Upper_Arm
36,-27.95573616027832,-9.713316917419434,3.2487165927886963,0.1,/Ant/Arm_02/Upper_Arm
37,-27.725400924682617,-6.243234157562256,-8.147411346435547,0.1,/Ant/Arm_02/Upper_Arm
38,-27.725400924682617,5.819382190704346,-8.455357551574707,0.1,/Ant/Arm_02/Upper_Arm
39,29.63398551940918,5.0865864753723145,8.431173324584961,0.1,/Ant/Arm_02/Upper_Arm
40,33.805908203125,-4.7372050285339355,-3.441781997680664,0.1,/Ant/Arm_02/Upper_Arm
41,34.94850158691406,2.4251036643981934,2.7801833152770996,0.1,/Ant/Arm_02/Upper_Arm
42,31.1107120513916,9.020402908325195,-3.7914645671844482,0.1,/Ant/Arm_02/Upper_Arm
43,30.640098571777344,-5.887997150421143,7.973816871643066,0.1,/Ant/Arm_02/Upper_Arm
44,27.338729858398438,-9.834118843078613,-3.026855945587158,0.1,/Ant/Arm_02/Upper_Arm
45,27.641794204711914,-0.214858278632164,-10.272812843322754,0.1,/Ant/Arm_02/Upper_Arm
46,-45.01968002319336,0.14336681365966797,9.486652374267578,0.1,/Ant/Arm_03/Lower_Arm
47,-44.817955017089844,-9.004996299743652,3.1594250202178955,0.1,/Ant/Arm_03/Lower_Arm
48,-47.11273956298828,-5.697924613952637,-6.581536293029785,0.1,/Ant/Arm_03/Lower_Arm
49,-46.710426330566406,4.478850364685059,-7.618069171905518,0.1,/Ant/Arm_03/Lower_Arm
