Index,X,Y,Z,Object Name
588,-0.04259619861841202,0.112870953977108,-0.004795567598193884,visuals.003
608,-0.03319597989320755,0.11498827487230301,-0.024607162922620773,visuals.003
609,-0.036226704716682434,0.1163407638669014,-0.014427523128688335,visuals.003
610,-0.03766907751560211,0.11745123565196991,-0.004781403113156557,visuals.003
611,-0.02991059236228466,0.11849575489759445,-0.02160511538386345,visuals.003
612,-0.03171875327825546,0.11981882154941559,-0.014519738964736462,visuals.003
613,-0.03331857547163963,0.12105896323919296,-0.0048102824948728085,visuals.003
622,-0.024407008662819862,0.11627308279275894,-0.0347999669611454,visuals.003
623,-0.0279000885784626,0.1172807589173317,-0.02807718887925148,visuals.003
624,-0.021578988060355186,0.11830694228410721,-0.03182584047317505,visuals.003
625,-0.024453245103359222,0.11974035203456879,-0.024553537368774414,visuals.003
626,-0.024043506011366844,0.12333901226520538,-0.014421682804822922,visuals.003
627,-0.0232272706925869,0.1258104145526886,-0.004316129256039858,visuals.003
628,-0.01944832317531109,0.12736602127552032,-0.00082482083234936,visuals.003
635,-0.014888959005475044,0.11950072646141052,-0.03477545455098152,visuals.003
636,-0.014413261786103249,0.12340004742145538,-0.024206500500440598,visuals.003
637,-0.014501330442726612,0.12633046507835388,-0.014255342073738575,visuals.003
638,-0.01772945001721382,0.1270764172077179,-0.007163977716118097,visuals.003
639,-0.011412017978727818,0.12760663032531738,-0.010951965115964413,visuals.003
640,-0.014598284848034382,0.12815412878990173,-0.004302545916289091,visuals.003
646,-0.0047928872518241405,0.12136305868625641,-0.03408403322100639,visuals.003
647,-0.004797772038727999,0.12479560822248459,-0.024167880415916443,visuals.003
648,-0.004808887839317322,0.12686598300933838,-0.017199229449033737,visuals.003
649,-0.0048269969411194324,0.128001406788826,-0.012346156872808933,visuals.003
650,-0.004832414910197258,0.12925688922405243,-0.004709246102720499,visuals.003
763,-0.04233953729271889,0.11276519298553467,0.0047304523177444935,visuals.003
764,-0.04102923721075058,0.1114443764090538,0.014282274059951305,visuals.003
773,-0.037638816982507706,0.1174570620059967,0.004759799223393202,visuals.003
774,-0.03625436872243881,0.11626962572336197,0.014318475499749184,visuals.003
775,-0.033643849194049835,0.11340199410915375,0.0241282619535923,visuals.003
777,-0.0333404541015625,0.12133358418941498,0.004872822668403387,visuals.003
778,-0.03166691213846207,0.12032491713762283,0.014449989423155785,visuals.003
779,-0.02974853850901127,0.1189163401722908,0.020664311945438385,visuals.003
787,-0.026967374607920647,0.11691935360431671,0.02695978246629238,visuals.003
788,-0.02405647747218609,0.11338141560554504,0.03356947377324104,visuals.003
790,-0.024279454723000526,0.1258866935968399,0.004902513697743416,visuals.003
791,-0.023090720176696777,0.125250905752182,0.013630436733365059,visuals.003
792,-0.02402661181986332,0.1210080161690712,0.0240644421428442,visuals.003
793,-0.020608557388186455,0.11895720660686493,0.029684344306588173,visuals.003
794,-0.01948040910065174,0.127517431974411,0.004928384907543659,visuals.003
795,-0.01919068768620491,0.12726566195487976,0.009881990030407906,visuals.003
801,-0.01428532786667347,0.1161901205778122,0.03615284711122513,visuals.003
803,-0.016473546624183655,0.12695416808128357,0.016193872317671776,visuals.003
804,-0.013664803467690945,0.12532146275043488,0.023295804858207703,visuals.003
805,-0.014289640821516514,0.12054141610860825,0.03144265338778496,visuals.003
806,-0.014577014371752739,0.12864992022514343,0.004951782524585724,visuals.003
807,-0.013840202242136002,0.12804724276065826,0.01370667852461338,visuals.003
808,-0.0101005295291543,0.12735363841056824,0.019752128049731255,visuals.003
813,-0.004733636975288391,0.11752892285585403,0.03751372918486595,visuals.003
814,-0.004759722854942083,0.11281731724739075,0.04180382564663887,visuals.003
815,-0.004708200227469206,0.12602780759334564,0.025165429338812828,visuals.003
816,-0.004751445259898901,0.12182881683111191,0.03295926749706268,visuals.003
817,-0.004824935924261808,0.12980927526950836,0.004952308721840382,visuals.003
818,-0.004834196530282497,0.12904436886310577,0.014634423889219761,visuals.003
819,-0.004787110723555088,0.12767420709133148,0.020748574286699295,visuals.003
1394,0.004791663493961096,0.12135203927755356,-0.034079983830451965,visuals.003
1395,0.004798763431608677,0.12480349093675613,-0.0241691991686821,visuals.003
1396,0.004808208905160427,0.12685222923755646,-0.017191680148243904,visuals.003
1397,0.0048265703953802586,0.12799899280071259,-0.012343409471213818,visuals.003
1398,0.004832260776311159,0.12925854325294495,-0.0047090137377381325,visuals.003
1403,0.018315773457288742,0.11709114909172058,-0.0384826697409153,visuals.003
1405,0.014880082570016384,0.11950400471687317,-0.03476943448185921,visuals.003
1406,0.014413010329008102,0.12340469658374786,-0.024205243214964867,visuals.003
1407,0.014497275464236736,0.12632739543914795,-0.014250758104026318,visuals.003
1408,0.017724400386214256,0.1270754337310791,-0.007190013770014048,visuals.003
1409,0.011410484090447426,0.1276130974292755,-0.010950190015137196,visuals.003
1410,0.014597930945456028,0.12815900146961212,-0.00431831693276763,visuals.003
1419,0.02440943941473961,0.11627380549907684,-0.0347958467900753,visuals.003
1420,0.02789553441107273,0.11727365851402283,-0.028072666376829147,visuals.003
1421,0.021579977124929428,0.11831550300121307,-0.03181655704975128,visuals.003
1422,0.02444881573319435,0.11973653733730316,-0.024549487978219986,visuals.003
1423,0.024044791236519814,0.12334884703159332,-0.014422792010009289,visuals.003
1424,0.02323344722390175,0.12581492960453033,-0.004332724027335644,visuals.003
1425,0.019457312300801277,0.1273723989725113,-0.0008503629360347986,visuals.003
1445,0.033195748925209045,0.11498841643333435,-0.02460678108036518,visuals.003
1446,0.03622346743941307,0.11633819341659546,-0.014428237453103065,visuals.003
1447,0.03767368942499161,0.11745612323284149,-0.00478131091222167,visuals.003
1448,0.029918577522039413,0.11851351708173752,-0.021609170362353325,visuals.003
1449,0.03170769289135933,0.1198100745677948,-0.0145175252109766,visuals.003
1450,0.03332221135497093,0.12106373906135559,-0.004810980521142483,visuals.003
1463,0.04155391827225685,0.11173015832901001,-0.014401190914213657,visuals.003
1464,0.04259631037712097,0.11287340521812439,-0.004794769454747438,visuals.003
1569,0.004732809029519558,0.11752202361822128,0.03750726580619812,visuals.003
1570,0.004760087933391333,0.11281278729438782,0.04180271551012993,visuals.003
1571,0.004708432126790285,0.12603344023227692,0.02517271600663662,visuals.003
1572,0.004751128144562244,0.1218293234705925,0.032959938049316406,visuals.003
1573,0.004825185053050518,0.1298014372587204,0.004952678456902504,visuals.003
1574,0.0048354268074035645,0.12904490530490875,0.01463436707854271,visuals.003
1575,0.004786897916346788,0.12766480445861816,0.020749559625983238,visuals.003
1581,0.014284428209066391,0.11618741601705551,0.03614858537912369,visuals.003
1582,0.014314775355160236,0.11132822185754776,0.04064325615763664,visuals.003
1583,0.016473259776830673,0.12694333493709564,0.016209956258535385,visuals.003
1584,0.01366555318236351,0.12531214952468872,0.02329709380865097,visuals.003
1585,0.014292212203145027,0.120542511343956,0.03144853562116623,visuals.003
1586,0.014578319154679775,0.12865465879440308,0.004952702671289444,visuals.003
1587,0.013840747997164726,0.12804125249385834,0.013716311194002628,visuals.003
1588,0.010103831999003887,0.12735004723072052,0.01975466124713421,visuals.003
1596,0.026956241577863693,0.11690877377986908,0.026947828009724617,visuals.003
1597,0.024058077484369278,0.11337488144636154,0.033571939915418625,visuals.003
1598,0.020991822704672813,0.10956810414791107,0.039186105132102966,visuals.003
1599,0.02428341843187809,0.12586385011672974,0.004900823812931776,visuals.003
1600,0.02309982106089592,0.12525035440921783,0.01364405732601881,visuals.003
1601,0.02403244934976101,0.121014803647995,0.024069296196103096,visuals.003
1602,0.020601773634552956,0.11894460022449493,0.029683373868465424,visuals.003
1603,0.019489899277687073,0.12751449644565582,0.0049282643012702465,visuals.003
1604,0.019200561568140984,0.12727713584899902,0.00990211870521307,visuals.003
1612,0.037632767111063004,0.11744783073663712,0.004757886752486229,visuals.003
1613,0.03624829277396202,0.11626635491847992,0.01431809552013874,visuals.003
1614,0.03364640474319458,0.11340238898992538,0.02412964031100273,visuals.003
1615,0.03101150505244732,0.11045894771814346,0.03089405782520771,visuals.003
1616,0.03333570063114166,0.12131590396165848,0.004871114622801542,visuals.003
1617,0.03165826573967934,0.12031026184558868,0.014448335394263268,visuals.003
1618,0.029737235978245735,0.11889822036027908,0.02065260335803032,visuals.003
1629,0.042337045073509216,0.11276658624410629,0.00473029725253582,visuals.003
1630,0.04102780297398567,0.11144234985113144,0.014282044023275375,visuals.003
1631,0.03938763216137886,0.1096997782588005,0.0211366955190897,visuals.003
