Index,X,Y,Z,Object Name
0,-0.05128956958651543,-0.03156539425253868,-2.3283064365386963e-10,visuals.027
3,-0.04748619720339775,-0.03161292523145676,0.0,visuals.027
6,-0.018316375091671944,-0.16771970689296722,0.40056031942367554,visuals.027
7,-0.019382338970899582,-0.16361911594867706,0.39944905042648315,visuals.027
8,-0.011247113347053528,-0.16991731524467468,0.3896331787109375,visuals.027
9,-0.013360200449824333,-0.16718626022338867,0.3968006670475006,visuals.027
10,-0.012990055605769157,-0.16469939053058624,0.3874744474887848,visuals.027
11,-0.015231218189001083,-0.16315332055091858,0.3952130377292633,visuals.027
12,-0.005158613435924053,-0.16696372628211975,0.3918495774269104,visuals.027
13,-0.005007041618227959,-0.17070795595645905,0.3950361907482147,visuals.027
14,-0.004991806112229824,-0.16272065043449402,0.3899521827697754,visuals.027
15,-0.03049272671341896,-0.15878495573997498,0.409324049949646,visuals.027
16,-0.031192395836114883,-0.15902000665664673,0.4145877957344055,visuals.027
17,-0.030209073796868324,-0.15876267850399017,0.42065301537513733,visuals.027
18,-0.018278347328305244,-0.16703489422798157,0.400160551071167,visuals.027
19,-0.023793812841176987,-0.16440150141716003,0.40445393323898315,visuals.027
20,-0.02433800883591175,-0.16169339418411255,0.41436800360679626,visuals.027
21,-0.024520492181181908,-0.1592109203338623,0.4220578670501709,visuals.027
22,-0.014592623338103294,-0.1679888516664505,0.4008672833442688,visuals.027
23,-0.014447849243879318,-0.16585038602352142,0.4054532051086426,visuals.027
24,-0.01473259087651968,-0.16294527053833008,0.4140494763851166,visuals.027
25,-0.014896988868713379,-0.15900200605392456,0.42250582575798035,visuals.027
26,-0.0049253590404987335,-0.16756671667099,0.4017726480960846,visuals.027
27,-0.004924921318888664,-0.16647088527679443,0.406488835811615,visuals.027
28,-0.004957434721291065,-0.16306695342063904,0.4137885570526123,visuals.027
29,-0.0049894112162292,-0.15901723504066467,0.4224732518196106,visuals.027
30,-0.06876813620328903,-0.09907777607440948,0.029086336493492126,visuals.027
31,-0.07050732523202896,-0.10089395940303802,0.035260774195194244,visuals.027
32,-0.07075075060129166,-0.1013064756989479,0.04507875442504883,visuals.027
33,-0.0707479938864708,-0.10130766779184341,0.05499992519617081,visuals.027
34,-0.07074710726737976,-0.1013064756989479,0.06499993801116943,visuals.027
35,-0.07074611634016037,-0.10130541771650314,0.07499996572732925,visuals.027
36,-0.0698150098323822,-0.09143631905317307,0.01961825229227543,visuals.027
37,-0.07069693505764008,-0.09446991980075836,0.02566002681851387,visuals.027
38,-0.07287672162055969,-0.09448754042387009,0.03520260378718376,visuals.027
39,-0.07287606596946716,-0.09445406496524811,0.04505704715847969,visuals.027
40,-0.07287541031837463,-0.09448011219501495,0.054999906569719315,visuals.027
41,-0.07287474721670151,-0.09448011964559555,0.06499990820884705,visuals.027
42,-0.07287408411502838,-0.09448012709617615,0.07499990612268448,visuals.027
43,-0.07196872681379318,-0.08488200604915619,0.01753024011850357,visuals.027
44,-0.07292187213897705,-0.08467216789722443,0.025524862110614777,visuals.027
45,-0.07287672907114029,-0.08477762341499329,0.035125572234392166,visuals.027
46,-0.07287606596946716,-0.08490003645420074,0.04501916468143463,visuals.027
47,-0.07287541031837463,-0.08492071181535721,0.05499982461333275,visuals.027
48,-0.07287474721670151,-0.08492075651884079,0.06499982625246048,visuals.027
49,-0.07287408411502838,-0.08492080867290497,0.07499982416629791,visuals.027
50,-0.06146511435508728,-0.10028974711894989,0.0195167176425457,visuals.027
51,-0.06434095650911331,-0.1013847142457962,0.025754032656550407,visuals.027
52,-0.06454054266214371,-0.10487869381904602,0.035159289836883545,visuals.027
53,-0.06437990814447403,-0.10489097237586975,0.04505249485373497,visuals.027
54,-0.06440205127000809,-0.10488887876272202,0.0549999363720417,visuals.027
55,-0.06440204381942749,-0.10488852858543396,0.06499995291233063,visuals.027
56,-0.06440198421478271,-0.1048881784081459,0.07499998062849045,visuals.027
57,-0.06530962884426117,-0.09525565057992935,0.01650402694940567,visuals.027
58,-0.06715984642505646,-0.09719762951135635,0.023056529462337494,visuals.027
59,-0.06433705240488052,-0.08472424000501633,0.015999969094991684,visuals.027
60,-0.054921954870224,-0.10294364392757416,0.017120422795414925,visuals.027
61,-0.05460087209939957,-0.10499999672174454,0.02560906857252121,visuals.027
62,-0.05464722961187363,-0.10499999672174454,0.03518376126885414,visuals.027
63,-0.054789911955595016,-0.10499999672174454,0.04502519592642784,visuals.027
64,-0.054814811795949936,-0.10499999672174454,0.05499996617436409,visuals.027
65,-0.05481475219130516,-0.10499999672174454,0.06499996781349182,visuals.027
66,-0.054814718663692474,-0.10499999672174454,0.07499998807907104,visuals.027
67,-0.054677266627550125,-0.09436170756816864,0.015999969094991684,visuals.027
68,-0.05483841523528099,-0.08486520498991013,0.015999969094991684,visuals.027
69,-0.04500701650977135,-0.1040644720196724,0.016314268112182617,visuals.027
70,-0.04492833465337753,-0.10499999672174454,0.02568884752690792,visuals.027
71,-0.044976234436035156,-0.10499999672174454,0.03504040092229843,visuals.027
72,-0.04499998688697815,-0.10499999672174454,0.04500000923871994,visuals.027
73,-0.044999998062849045,-0.10499999672174454,0.054999999701976776,visuals.027
74,-0.044999998062849045,-0.10499999672174454,0.06499999761581421,visuals.027
75,-0.044999998062849045,-0.10499999672174454,0.07499999552965164,visuals.027
76,-0.04495807737112045,-0.09441053122282028,0.015999969094991684,visuals.027
77,-0.04498892277479172,-0.08498892933130264,0.015999969094991684,visuals.027
78,-0.03500000014901161,-0.10406351089477539,0.016313685104250908,visuals.027
79,-0.03500000014901161,-0.10499999672174454,0.02566266991198063,visuals.027
