Index,X,Y,Z,Radius,Parent
0,0.23783458769321442,-0.04015516862273216,0.014799349009990692,0.1,/ur10/forearm_link/visuals
1,0.07594441622495651,-0.038147058337926865,-0.034408457577228546,0.1,/ur10/forearm_link/visuals
2,0.29208579659461975,-0.042706139385700226,0.0033029168844223022,0.1,/ur10/forearm_link/visuals
3,0.38126665353775024,-0.034612562507390976,0.02518584206700325,0.1,/ur10/forearm_link/visuals
4,0.4623827338218689,-0.039074502885341644,0.017421003431081772,0.1,/ur10/forearm_link/visuals
5,0.5087461471557617,-0.043245699256658554,0.010651537217199802,0.1,/ur10/forearm_link/visuals
6,0.2242731899023056,-0.03598007559776306,-0.023228727281093597,0.1,/ur10/forearm_link/visuals
7,0.32460135221481323,-0.03312772512435913,0.02716783620417118,0.1,/ur10/forearm_link/visuals
8,0.06700000166893005,0.0022747665643692017,-0.012630308046936989,0.1,/ur10/forearm_link/visuals
9,0.3537585735321045,-0.0096182432025671,-0.041875191032886505,0.1,/ur10/forearm_link/visuals
10,0.425534188747406,-0.03898207098245621,-0.017629021778702736,0.1,/ur10/forearm_link/visuals
11,0.12221882492303848,-0.03332027047872543,-0.026942210271954536,0.1,/ur10/forearm_link/visuals
12,0.3147836923599243,-0.03144821524620056,-0.029125774279236794,0.1,/ur10/forearm_link/visuals
13,0.12945353984832764,-0.040147814899683,0.014797785319387913,0.1,/ur10/forearm_link/visuals
14,0.47112971544265747,-0.031737323850393295,-0.02882912941277027,0.1,/ur10/forearm_link/visuals
15,0.07699807733297348,-0.037249624729156494,0.026212163269519806,0.1,/ur10/forearm_link/visuals
16,0.175390362739563,-0.04124069958925247,-0.01151210255920887,0.1,/ur10/forearm_link/visuals
17,0.0425821878015995,-0.05359025299549103,-0.014763105660676956,0.1,/ur10/forearm_link/visuals
