Index,X,Y,Z,NormX,NormY,NormZ,Radius,Parent
0,0.0325889028608799,0.13180756568908691,-0.007839282974600792,0.4304017126560211,0.8920037150382996,-0.13814400136470795,0.014856671914458275,/World/panda/panda_link5/visuals
1,0.03787961229681969,0.09030871838331223,0.047566913068294525,0.6321130394935608,-0.033632777631282806,0.7741459012031555,0.011113522574305534,/World/panda/panda_link5/visuals
2,-0.017191166058182716,0.13801980018615723,0.006636437028646469,-0.1798374354839325,0.9829900860786438,0.0372704342007637,0.011725753545761108,/World/panda/panda_link5/visuals
3,0.03404173254966736,0.1106400191783905,0.044160425662994385,0.5170703530311584,0.5341014266014099,0.6688600778579712,0.011113522574305534,/World/panda/panda_link5/visuals
4,0.012497573159635067,0.11999860405921936,-0.07175781577825546,0.12582601606845856,0.9764593243598938,-0.17519977688789368,0.011292369104921818,/World/panda/panda_link5/visuals
5,0.017587175592780113,0.10112985968589783,-0.17342980206012726,0.13364571332931519,0.9692055583000183,-0.20683181285858154,0.017111264169216156,/World/panda/panda_link5/visuals
6,0.0019813093822449446,0.10765021294355392,-0.14592908322811127,0.031890854239463806,0.9796876907348633,-0.1979772448539734,0.01078365184366703,/World/panda/panda_link5/visuals
7,0.0060636443085968494,0.13740825653076172,-0.014967082068324089,0.0642041340470314,0.9752025604248047,-0.2117966264486313,0.012913329526782036,/World/panda/panda_link5/visuals
8,0.04253023862838745,0.07007241249084473,0.040359579026699066,0.7252339124679565,-0.1338416188955307,0.6753681302070618,0.01065867394208908,/World/panda/panda_link5/visuals
9,-0.014445364475250244,0.10913270711898804,-0.13401491940021515,-0.1329515278339386,0.9776238203048706,-0.1630200743675232,0.01078365184366703,/World/panda/panda_link5/visuals
10,-0.012194458395242691,0.11435016989707947,-0.10687242448329926,-0.1264123022556305,0.9761584401130676,-0.17645017802715302,0.014697382226586342,/World/panda/panda_link5/visuals
11,0.053302615880966187,0.07728961855173111,0.02498725615441799,0.9199884533882141,-0.11938870698213577,0.3733196556568146,0.01065867394208908,/World/panda/panda_link5/visuals
12,-0.015417352318763733,0.11850953102111816,-0.0792074203491211,-0.12098002433776855,0.9832816123962402,-0.136092409491539,0.014925309456884861,/World/panda/panda_link5/visuals
13,0.025307459756731987,0.12713560461997986,-0.03463495150208473,0.3236296772956848,0.8938896059989929,-0.31020185351371765,0.014923565089702606,/World/panda/panda_link5/visuals
14,-0.016268813982605934,0.12824900448322296,-0.03940055891871452,-0.21187226474285126,0.9241476058959961,-0.3179014027118683,0.01820320449769497,/World/panda/panda_link5/visuals
15,0.013593122363090515,0.07139629125595093,0.057892169803380966,0.21579323709011078,-0.12638911604881287,0.9682247638702393,0.017207659780979156,/World/panda/panda_link5/visuals
16,0.04984442889690399,0.1093955934047699,0.02716635912656784,0.7602793574333191,0.4771398901939392,0.4408092200756073,0.01231690775603056,/World/panda/panda_link5/visuals
17,0.014589525759220123,0.11605212092399597,-0.09259071946144104,0.15236394107341766,0.972657322883606,-0.1752798706293106,0.011292369104921818,/World/panda/panda_link5/visuals
18,0.004735569003969431,0.1393110752105713,0.009286941029131413,0.05042928457260132,0.9969251751899719,0.05997537449002266,0.011725753545761108,/World/panda/panda_link5/visuals
19,0.13698646426200867,0.01876111887395382,-0.021041709929704666,0.9272875189781189,0.04559416323900223,-0.37156298756599426,0.011464830487966537,/World/panda/panda_link6/visuals
20,0.11582508683204651,0.0122061837464571,0.04583849012851715,0.5122642517089844,0.029964908957481384,0.8583049774169922,0.0124362139031291,/World/panda/panda_link6/visuals
21,0.11837472021579742,0.011599281802773476,-0.04422628879547119,0.5637158155441284,0.026977915316820145,-0.8255282044410706,0.011526602320373058,/World/panda/panda_link6/visuals
22,0.1395636945962906,0.003706050105392933,0.014604650437831879,0.9672294855117798,0.013870682567358017,0.2535248398780823,0.015266896225512028,/World/panda/panda_link6/visuals
23,0.1027824729681015,0.032993998378515244,0.0498875193297863,0.2637024223804474,0.08913285285234451,0.9604771733283997,0.0124362139031291,/World/panda/panda_link6/visuals
24,0.12614092230796814,0.03185512125492096,-0.03642646223306656,0.7155796885490417,0.07855747640132904,-0.6940996646881104,0.011464830487966537,/World/panda/panda_link6/visuals
25,0.13135847449302673,0.02861240692436695,0.030246268957853317,0.8270434737205505,0.06994204223155975,0.5577698349952698,0.01372559368610382,/World/panda/panda_link6/visuals
