Index,X,Y,Z,NormX,NormY,NormZ,Radius,Parent,Object Name in Blender
0,-0.00500405952334404,0.0886060893535614,-0.1362105756998062,-0.039813973009586334,0.9810757040977478,-0.18948696553707123,0.010459063574671745,/World/panda/panda_link5/visuals,visuals.003
1,-0.02768496610224247,0.10557739436626434,-0.021327611058950424,-0.5983667373657227,0.7444342970848083,-0.296268105506897,0.010995261371135712,/World/panda/panda_link5/visuals,visuals.003
2,0.0026225559413433075,0.09045633673667908,-0.12825731933116913,0.04672619700431824,0.98267662525177,-0.17934174835681915,0.010015268810093403,/World/panda/panda_link5/visuals,visuals.003
3,0.0038923530373722315,0.08015909045934677,-0.17599299550056458,0.026928499341011047,0.977818489074707,-0.20771567523479462,0.010646706447005272,/World/panda/panda_link5/visuals,visuals.003
4,0.011316739954054356,0.11805282533168793,0.005940500646829605,0.14057527482509613,0.9892911911010742,0.03926292061805725,0.010390465147793293,/World/panda/panda_link5/visuals,visuals.003
5,-0.014965595677495003,0.09849835932254791,-0.07480248808860779,-0.19664475321769714,0.9677819609642029,-0.15725447237491608,0.010218865238130093,/World/panda/panda_link5/visuals,visuals.003
6,-0.019820483401417732,0.09364090859889984,-0.09517213702201843,-0.7483431696891785,0.6572805643081665,-0.08924572169780731,0.010250894352793694,/World/panda/panda_link5/visuals,visuals.003
7,-0.008549924939870834,0.10226364433765411,-0.053628623485565186,-0.12367179244756699,0.9637539386749268,-0.23639704287052155,0.011351041495800018,/World/panda/panda_link5/visuals,visuals.003
8,0.020010367035865784,0.08299765735864639,-0.14846374094486237,0.8721420168876648,0.4851398169994354,-0.06330609321594238,0.01022481918334961,/World/panda/panda_link5/visuals,visuals.003
9,0.018719147890806198,0.10162363946437836,-0.048206113278865814,0.3506498634815216,0.9086494445800781,-0.22671768069267273,0.011394612491130829,/World/panda/panda_link5/visuals,visuals.003
10,0.0026129207108169794,0.10533150285482407,0.03003181703388691,0.06704554706811905,0.6778417825698853,0.7321443557739258,0.013163279742002487,/World/panda/panda_link5/visuals,visuals.003
11,0.010918517597019672,0.114751897752285,0.019928481429815292,0.2505432963371277,0.8666331171989441,0.4314801096916199,0.010531374253332615,/World/panda/panda_link5/visuals,visuals.003
12,-0.017230050638318062,0.09864333271980286,-0.06330930441617966,-0.31647101044654846,0.932337760925293,-0.1749068796634674,0.011460046283900738,/World/panda/panda_link5/visuals,visuals.003
13,0.02698427066206932,0.10468604415655136,0.02120869979262352,0.6035674214363098,0.626838743686676,0.492726594209671,0.010344834066927433,/World/panda/panda_link5/visuals,visuals.003
14,-0.007110151927918196,0.09236567467451096,-0.11539589613676071,-0.0798916146159172,0.9812545776367188,-0.17537599802017212,0.010276208631694317,/World/panda/panda_link5/visuals,visuals.003
15,-0.028552614152431488,0.10367326438426971,0.015440469607710838,-0.6566108465194702,0.6542143821716309,0.37532076239585876,0.012613593600690365,/World/panda/panda_link5/visuals,visuals.003
16,0.003958909306675196,0.09260772168636322,-0.11541596055030823,0.07023216784000397,0.9821450710296631,-0.17452338337898254,0.010142608545720577,/World/panda/panda_link5/visuals,visuals.003
17,0.0029975161887705326,0.08320175856351852,-0.16419795155525208,0.021179746836423874,0.979496955871582,-0.2003423273563385,0.010055997408926487,/World/panda/panda_link5/visuals,visuals.003
18,-0.021534513682127,0.09198474884033203,-0.05462715029716492,-0.9904433488845825,0.003914360422641039,0.13786429166793823,0.010229811072349548,/World/panda/panda_link5/visuals,visuals.003
19,-0.026036005467176437,0.11072839051485062,-0.013331009075045586,-0.4939762353897095,0.8400540947914124,-0.22426888346672058,0.01004450861364603,/World/panda/panda_link5/visuals,visuals.003
